id,total_inflow,total_outflow,net_flow,inflow_2006,outflow_2006,net_flow_2006,inflow_2007,outflow_2007,net_flow_2007,inflow_2008,outflow_2008,net_flow_2008,inflow_2009,outflow_2009,net_flow_2009,inflow_2010,outflow_2010,net_flow_2010,inflow_2011,outflow_2011,net_flow_2011,inflow_2012,outflow_2012,net_flow_2012,inflow_2013,outflow_2013,net_flow_2013,inflow_2014,outflow_2014,net_flow_2014,inflow_2015,outflow_2015,net_flow_2015
29183,220154.77,114339.15,105815.62,18815,0,18815,81497,0,81497,7078.05,0,7078.05,8907,0,8907,49968.67,114339.15,-64370.48,26151.62,0,26151.62,27737.43,0,27737.43,0,0,0,0,0,0,0,0,0
29189,86033216.43,42351.55,85990864.88,3624087.42,69489,3554598.42,23498603,171689.64,23326913.36,26766804.4,0,26766804.4,15868793.19,-575185.51,16443978.7,7670092.17,20770.61,7649321.56,4410993.5,51402.03,4359591.47,1340801.15,221107.35,1119693.8,2853041.6,83078.43,2769963.17,0,0,0,0,0,0
29510,1654574.93,139517,1515057.93,0,0,0,76167,0,76167,301384.78,0,301384.78,315478.99,0,315478.99,655706.78,0,655706.78,245511.04,136447,109064.04,44576.34,3070,41506.34,15750,0,15750,0,0,0,0,0,0
30013,4498740.18,9000,4489740.18,0,0,0,0,0,0,567153.32,0,567153.32,1087597.97,0,1087597.97,992368.24,0,992368.24,830696.48,0,830696.48,739804.81,0,739804.81,281119.36,9000,272119.36,0,0,0,0,0,0
30053,7697.7,34131.24,-26433.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19212.82,-19212.82,2371,7319.14,-4948.14,5326.7,7599.28,-2272.58,0,0,0,0,0,0
31055,24506323.46,1406681.13,23099642.33,10000,0,10000,9218867,0,9218867,3457514.9,0,3457514.9,1210714.53,1209105.23,1609.3,356908.11,197575.9,159332.21,45865.32,0,45865.32,4938101.47,0,4938101.47,5268352.13,0,5268352.13,0,0,0,0,0,0
31109,207501,60971,146530,0,0,0,43434,60971,-17537,61800,0,61800,0,0,0,46722,0,46722,16990,0,16990,38555,0,38555,0,0,0,0,0,0,0,0,0
31153,7089179.24,894044.26,6195134.98,0,0,0,6221773,304636,5917137,261963,0,261963,60000,92383.08,-32383.08,0,11358,-11358,0,332535.84,-332535.84,0,123621.82,-123621.82,545443.24,29509.52,515933.72,0,0,0,0,0,0
32003,4424479.82,12552130.15,-8127650.33,154238,0,154238,1657013.93,1237226,419787.93,284020.13,32320,251700.13,135565.15,317896.16,-182331.01,210629.73,3658099.56,-3447469.83,228967.38,2009728.78,-1780761.4,300698.49,2653954.31,-2353255.82,1453347.01,2642905.34,-1189558.33,0,0,0,0,0,0
32021,13549.27,1203255.5,-1189706.23,0,0,0,0,358800,-358800,0,477995.5,-477995.5,0,366460,-366460,0,0,0,0,0,0,0,0,0,13549.27,0,13549.27,0,0,0,0,0,0
32031,182096.41,651650.78,-469554.37,0,0,0,21942,0,21942,0.41,0,0.41,0,152220.3,-152220.3,84502,306850.58,-222348.58,0,94402.74,-94402.74,75652,67511.52,8140.48,0,30665.64,-30665.64,0,0,0,0,0,0
32510,145137.7,392880.89,-247743.19,0,0,0,70000,0,70000,5500,0,5500,0,142441.59,-142441.59,18160,150000,-131840,6000,62560,-56560,14467.7,4409.1,10058.6,31010,33470.2,-2460.2,0,0,0,0,0,0
33001,77060.81,4685,72375.81,0,0,0,0,0,0,0,0,0,77200,4685,72515,-139.19,0,-139.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33009,2886510.07,194757,2691753.07,0,9595,-9595,569105.95,-38,569143.95,81796.5,0,81796.5,227897.75,180000,47897.75,308018.04,0,308018.04,1190499.74,0,1190499.74,21500.53,0,21500.53,40945.76,0,40945.76,446745.8,0,446745.8,0,5200,-5200
33011,18051020.89,83946.48,17967074.41,75966.88,0,75966.88,3996317.17,43497,3952820.17,3951608.99,0,3951608.99,4297900.19,40449.48,4257450.71,2830499.11,0,2830499.11,134166.06,0,134166.06,109703.59,0,109703.59,2609872.86,0,2609872.86,39882.53,0,39882.53,5103.51,0,5103.51
33013,844862.94,357158.79,487704.15,250008.85,0,250008.85,264079,2850,261229,122800.72,0,122800.72,101022.71,30085,70937.71,28581.95,134828.1,-106246.15,13937.62,137994.93,-124057.31,0,1847.29,-1847.29,0,48077.89,-48077.89,64432.09,1475.58,62956.51,0,0,0
33015,1321679.3,22056249.9,-20734570.6,5600,944210,-938610,46260,158949,-112689,375983.51,0,375983.51,55560,1515460.13,-1459900.13,225460.9,3615396.43,-3389935.53,290284.08,2751637.5,-2461353.42,8086.27,1357022.69,-1348936.42,99212.68,4605515.58,-4506302.9,177504.86,6398837.06,-6221332.2,37727,709221.51,-671494.51
34001,0,546329.57,-546329.57,0,0,0,0,0,0,0,0,0,0,81247.32,-81247.32,0,105541.4,-105541.4,0,151728.85,-151728.85,0,32812,-32812,0,0,0,0,175000,-175000,0,0,0
34003,21073595.65,100254.68,20973340.97,4097088.12,-180,4097268.12,4046648.34,7744,4038904.34,5713235.51,2947,5710288.51,2672993.05,89743.68,2583249.37,2207601.44,0,2207601.44,1170509.13,0,1170509.13,262857.03,0,262857.03,400016.07,0,400016.07,465111.44,0,465111.44,37535.52,0,37535.52
34005,20969397.34,16511799.66,4457597.68,931844.36,643628,288216.36,8793713,6115728,2677985,227021.75,287174,-60152.25,3238643.89,1346555.76,1892088.13,4394422.32,1224846.18,3169576.14,2639313.01,111247.1,2528065.91,659082.95,694024.44,-34941.49,2523.55,2947124.83,-2944601.28,82832.51,1986380.56,-1903548.05,0,1155090.79,-1155090.79
34007,264938553.7,4913.37,264933640.3,40531133.66,0,40531133.66,55854970.24,0,55854970.24,80417704.81,0,80417704.81,43691112.07,0,43691112.07,24686797.92,0,24686797.92,20832500.55,0,20832500.55,473356.65,0,473356.65,-1153596.42,0,-1153596.42,-105574.78,4913.37,-110488.15,-289851.02,0,-289851.02
34013,19481841.62,42572.64,19439268.98,216155,0,216155,351944.6,0,351944.6,2507386.34,0,2507386.34,474025.4,0,474025.4,3674139.83,0,3674139.83,3149397.91,-2287.36,3151685.27,3250383.3,0,3250383.3,4886153.7,0,4886153.7,971255.54,44860,926395.54,1000,0,1000
34017,2585567.77,811140.8,1774426.97,111885.04,0,111885.04,1582577.15,0,1582577.15,379368.03,0,379368.03,364591.44,447133.78,-82542.34,37167.07,370470.78,-333303.71,31744.3,0,31744.3,2909.88,0,2909.88,15849.86,0,15849.86,59475,0,59475,0,-6463.76,6463.76
34021,5108812.68,1589006.33,3519806.35,-23442,0,-23442,161464,0,161464,1698262.4,0,1698262.4,737941.54,89578,648363.54,125291.85,221006,-95714.15,370113.63,344482,25631.63,908929.37,0,908929.37,37583.37,892241,-854657.63,620561.39,15845.25,604716.14,472107.13,25854.08,446253.05
34023,5106828.05,12789047,-7682218.95,67112,0,67112,756283,19761,736522,952253.25,0,952253.25,863322.51,38052,825270.51,305556.65,0,305556.65,1466113.54,8599340,-7133226.46,200407.12,23290,177117.12,161993.44,0,161993.44,297458.79,4213184,-3915725.21,36327.75,-104580,140907.75
34025,1542708.16,40792931.7,-39250223.54,66787,20318939,-20252152,193314,1215483,-1022169,28074.5,149146.65,-121072.15,276350.27,577411.95,-301061.68,199403.92,1428779.99,-1229376.07,152780.61,1651620.52,-1498839.91,548986.5,669732.26,-120745.76,107915,1195937.3,-1088022.3,-35799.43,13582755.51,-13618554.94,4895.79,3125.52,1770.27
34027,77143929.07,3080235.39,74063693.68,2576591.24,1510813.68,1065777.56,4729889.04,785134.06,3944754.98,7123288.9,33725,7089563.9,11242239.94,39471.86,11202768.08,10973719.17,127992.07,10845727.1,16973805.69,305501.79,16668303.9,6372615.88,171805.45,6200810.43,12417991.1,99466.48,12318524.62,4655442.11,6325,4649117.11,78346,0,78346
34029,1216854.64,3444047.84,-2227193.2,78520,0,78520,386589.08,916732,-530142.92,169729.32,0,169729.32,105760.4,1059756.91,-953996.51,129050.4,497371.2,-368320.8,131074.72,169216.49,-38141.77,97367.2,244495.2,-147128,78093.8,535722.19,-457628.39,40669.72,20753.85,19915.87,0,0,0
34033,3818.6,19051130.46,-19047311.86,0,0,0,0,1922000,-1922000,0,0,0,0,0,0,0,0,0,0,12157144.47,-12157144.47,0,5131159.99,-5131159.99,0,-159174,159174,3818.6,0,3818.6,0,0,0
34035,29074682.2,379899.12,28694783.08,61690.72,0,61690.72,1059128.26,0,1059128.26,987002.82,0,987002.82,1331882.85,0,1331882.85,1812721.91,0,1812721.91,5168130.96,118421.18,5049709.78,4456675.24,219811.54,4236863.7,6684317.93,41666.4,6642651.53,5432851.88,0,5432851.88,2080279.63,0,2080279.63
34039,95018724.43,50867,94967857.43,51195525,0,51195525,29726821.48,43110,29683711.48,8047478.9,7757,8039721.9,4054611.33,0,4054611.33,1381235.18,0,1381235.18,211149.72,0,211149.72,284643.5,0,284643.5,30546.24,0,30546.24,11713.08,0,11713.08,75000,0,75000
35001,6411209.58,20040286.83,-13629077.25,8833,0,8833,1598485,11380,1587105,2776515.2,59973,2716542.2,0,3388071.55,-3388071.55,1817892.71,5674616.3,-3856723.59,36226.53,97412.39,-61185.86,173257.14,5435354.86,-5262097.72,0,5373478.73,-5373478.73,0,0,0,0,0,0
35013,16273007.92,1033749.16,15239258.76,3200,591451,-588251,0,138192.52,-138192.52,1754490.55,0,1754490.55,1959770.64,-4093.78,1963864.42,613516.39,0,613516.39,3360020.2,27158.47,3332861.73,6472298.45,328040.95,6144257.5,2109711.69,-47000,2156711.69,0,0,0,0,0,0
36001,202706.29,731497.7,-528791.41,47481,19061,28420,35088,30367,4721,10545,0,10545,6936.69,162212,-155275.31,7000,81285.13,-74285.13,0,37615.91,-37615.91,95655.6,271141.35,-175485.75,0,100296.35,-100296.35,0,29518.96,-29518.96,0,0,0
36003,36330.26,13242674.55,-13206344.29,0,0,0,0,15355,-15355,0,0,0,28315,11653.65,16661.35,0,230566,-230566,0,2002393,-2002393,0,2305080.4,-2305080.4,0,179755.95,-179755.95,8064,8090108.55,-8082044.55,-48.74,407762,-407810.74
36005,36148.82,80143.72,-43994.9,0,0,0,0,0,0,0,0,0,0,80143.72,-80143.72,0,0,0,36148.82,0,36148.82,0,0,0,0,0,0,0,0,0,0,0,0
36011,30839.52,88272,-57432.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5039.52,0,5039.52,25800,0,25800,0,88272,-88272,0,0,0
36029,32292357.06,107923,32184434.06,931175,17883,913292,1898050,0,1898050,6387922.35,0,6387922.35,4021275.14,-3960,4025235.14,6406296.35,3200,6403096.35,1200541.52,0,1200541.52,2504098.27,0,2504098.27,1950726.71,91100,1859626.71,6268794.64,-300,6269094.64,723477.08,0,723477.08
36045,94122415.35,3732468.56,90389946.79,0,49556,-49556,38139,25409,12730,6934842,0,6934842,0,143673,-143673,5000,806796.92,-801796.92,13074000,183374.83,12890625.17,33915149,48790,33866359,196457.79,-92577.09,289034.88,40026701.56,2567445.9,37459255.66,-67874,0,-67874
36047,2203281.64,477867.05,1725414.59,4800,0,4800,18821.77,4299,14522.77,26471.33,27312.07,-840.74,389926.76,220949.56,168977.2,275197.21,16817.22,258379.99,574965.46,179911.2,395054.26,80156.38,28578,51578.38,357876.7,0,357876.7,475066.03,0,475066.03,0,0,0
36055,7768256.95,465786.92,7302470.03,44038,0,44038,1531861.5,0,1531861.5,535087.58,0,535087.58,1900522.99,0,1900522.99,2762475.94,404405.77,2358070.17,660147.2,13572,646575.2,185287.69,36498.79,148788.9,52077.97,11310.36,40767.61,113993.25,0,113993.25,-17235.17,0,-17235.17
36059,32017038.59,9421222.34,22595816.25,19727,768.48,18958.52,1655096,0,1655096,572615.76,0,572615.76,281414,4826149.5,-4544735.5,3954939.54,2706186,1248753.54,7169042.44,1563550,5605492.44,9640691.77,323330.59,9317361.18,1398543.44,0,1398543.44,6255472.43,1397.68,6254074.75,1069496.21,-159.91,1069656.12
36061,51203806.13,46752.82,51157053.31,389796,0,389796,3190400.36,0,3190400.36,2169700.78,0,2169700.78,4356696.68,12036.82,4344659.86,2586004.13,0,2586004.13,686445.4,0,686445.4,4138669.95,0,4138669.95,2694846.09,0,2694846.09,959998.51,34716,925282.51,30031248.23,0,30031248.23
36063,17971359.61,1122273.41,16849086.2,28895,0,28895,28419,0,28419,89522,0,89522,53711,0,53711,36972.41,231652.69,-194680.28,26055,102108.28,-76053.28,7505,251148.26,-243643.26,5726,281283.88,-275557.88,14321754.2,256080.3,14065673.9,3372800,0,3372800
36065,17063327.97,359303,16704024.97,35703,0,35703,1610101.9,0,1610101.9,623972.71,0,623972.71,492262.4,100210,392052.4,179204,0,179204,0,250000,-250000,2732.38,0,2732.38,0,43938,-43938,14050842.04,-34845,14085687.04,68509.54,0,68509.54
36067,11709038.88,1983473.91,9725564.97,2326993,0,2326993,-372087,0,-372087,1636879.49,0,1636879.49,1860484.32,1671384,189100.32,1385752.63,40238.48,1345514.15,4097105.74,225609.4,3871496.34,377161.47,10536.67,366624.8,106933.33,28954.4,77978.93,220439.92,6750.96,213688.96,69375.98,0,69375.98
36069,652276.64,19922.92,632353.72,54430,0,54430,57426,0,57426,69960,0,69960,5253.02,0,5253.02,204664,0,204664,146086.62,19933.99,126152.63,51200,0,51200,63257,-11.07,63268.07,0,0,0,0,0,0
36071,291153.98,11981035.26,-11689881.28,0,4303901,-4303901,0,2828540,-2828540,25437.5,0,25437.5,45029.86,1478973.42,-1433943.56,47069,1178530.33,-1131461.33,53264.95,113747.77,-60482.82,49785.51,-363844.37,413629.88,33071,-194803.13,227874.13,37496.16,771199.24,-733703.08,0,1864791,-1864791
36079,345342.74,38183.41,307159.33,0,0,0,0,0,0,0,0,0,192707,38183.41,154523.59,7500,0,7500,0,0,0,0,0,0,91645.8,0,91645.8,0,0,0,53489.94,0,53489.94
36081,1294081.95,18318,1275763.95,110000,0,110000,513393.5,18318,495075.5,162390.01,0,162390.01,72348.35,0,72348.35,53727.81,0,53727.81,74408.66,0,74408.66,112655.36,0,112655.36,53549.01,0,53549.01,134890.25,0,134890.25,6719,0,6719
36085,219772,107667,112105,0,0,0,0,0,0,9632,0,9632,0,42687,-42687,0,47709,-47709,0,0,0,0,17271,-17271,0,0,0,210140,0,210140,0,0,0
36091,96138.49,283261.38,-187122.89,0,0,0,0,0,0,3449.98,0,3449.98,28044.06,67969.88,-39925.82,26849.45,70970.46,-44121.01,8845,74885.35,-66040.35,28950,0,28950,0,66913.15,-66913.15,0,2522.54,-2522.54,0,0,0
36093,11441.2,179546.81,-168105.61,0,0,0,0,3339,-3339,2737,0,2737,0,7897.59,-7897.59,0,28996.44,-28996.44,0,77541.3,-77541.3,0,0,0,0,0,0,0,61772.48,-61772.48,8704.2,0,8704.2
36101,2234944.35,582413.52,1652530.83,6575,0,6575,0,0,0,1307192,0,1307192,205196,0,205196,9941.35,0,9941.35,98500,0,98500,0,49211.6,-49211.6,299530,533201.92,-233671.92,308010,0,308010,0,0,0
36103,42418427.11,29476162.75,12942264.36,4294620,0,4294620,11155453.82,3705,11151748.82,9813361.68,3604,9809757.68,2908053.89,211299.18,2696754.71,2871270.68,891359.4,1979911.28,1866912.18,882072.92,984839.26,5043437.55,35287,5008150.55,1939655.5,21271214.26,-19331558.76,2380349.92,6177620.99,-3797271.07,145311.89,0,145311.89
36111,7091.16,6034.38,1056.78,0,0,0,0,0,0,4813,0,4813,0,0,0,0,0,0,2278.16,0,2278.16,0,0,0,0,6034.38,-6034.38,0,0,0,0,0,0
36113,48840.4,24332,24508.4,0,0,0,0,0,0,7940,0,7940,15678.4,0,15678.4,14222,0,14222,4000,0,4000,2000,24332,-22332,0,0,0,5000,0,5000,0,0,0
36117,1967291.62,4700.16,1962591.46,0,0,0,10854,0,10854,753475,0,753475,22984,0,22984,1142866.05,0,1142866.05,18319.2,0,18319.2,6106.4,0,6106.4,12686.97,4700.16,7986.81,0,0,0,0,0,0
36119,2138840.8,92925,2045915.8,734425,4257,730168,570143,62090,508053,155644.77,0,155644.77,9761,26578,-16817,181754.19,0,181754.19,14972,0,14972,47733.89,0,47733.89,61906.95,0,61906.95,362500,0,362500,0,0,0
37017,1160766,3600156.31,-2439390.31,0,0,0,0,0,0,0,0,0,0,0,0,0,3351403.35,-3351403.35,0,248752.96,-248752.96,0,0,0,846266,0,846266,314500,0,314500,0,0,0
37019,75597.73,24677262.45,-24601664.72,0,249934,-249934,18432,268763,-250331,30300,111357,-81057,14062,1984540.51,-1970478.51,0,7454350.88,-7454350.88,12803.73,280115.11,-267311.38,0,6946769.41,-6946769.41,0,7830089.8,-7830089.8,0,-448657.26,448657.26,0,0,0
37021,683705.34,1690443.3,-1006737.96,31580,0,31580,40454,4370,36084,49133,0,49133,85517.61,1530782,-1445264.39,19015.44,46363,-27347.56,46206.39,0,46206.39,119616.22,108928.3,10687.92,71600.54,0,71600.54,220582.14,0,220582.14,0,0,0
37029,361789.66,9350,352439.66,10000,9350,650,10000,0,10000,0,0,0,15000,0,15000,60575,0,60575,23537.27,0,23537.27,205000,0,205000,37677.39,0,37677.39,0,0,0,0,0,0
37031,1263634.61,9221451,-7957816.39,0,0,0,-13550,5353509,-5367059,0,-242845,242845,29261.04,100408.61,-71147.57,3312.5,52040.4,-48727.9,101500,3995272.5,-3893772.5,8777.43,-36934.51,45711.94,634962.78,0,634962.78,488481.05,0,488481.05,10889.81,0,10889.81
37035,695310.98,86000,609310.98,89566.33,86000,3566.33,235291,0,235291,366577.19,0,366577.19,11816.46,0,11816.46,0,0,0,0,0,0,-7940,0,-7940,0,0,0,0,0,0,0,0,0
37037,9800,13520.66,-3720.66,0,0,0,0,0,0,0,0,0,0,-28.5,28.5,9800,0,9800,0,0,0,0,0,0,0,0,0,0,13549.16,-13549.16,0,0,0
37047,-14265,261487.2,-275752.2,0,0,0,-14265,0,-14265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261487.2,-261487.2,0,0,0,0,0,0
37049,9819091.82,67475853.8,-57656761.98,0,1438444.1,-1438444.1,1480596,2628756,-1148160,0,1198047.58,-1198047.58,0,12686612.23,-12686612.23,0,15280095.34,-15280095.34,3976934.47,12251655.82,-8274721.35,4285630.62,5617683.91,-1332053.29,36095.73,5587410.82,-5551315.09,39835,8809907,-8770072,0,1977241,-1977241
37051,364828.22,59009596.99,-58644768.77,-1600,10446021.87,-10447621.87,79137,2573097,-2493960,0,271658.2,-271658.2,62760.35,5202133.61,-5139373.26,140690.34,6794439.42,-6653749.08,17639.29,6061018.21,-6043378.92,6578.24,7516680.12,-7510101.88,31749,7273554.39,-7241805.39,27874,11451022.31,-11423148.31,0,1419971.86,-1419971.86
37055,2781529,-352818.11,3134347.11,11300,-599579,610879,9700,0,9700,154613,0,154613,22742,0,22742,0,0,0,2579787,22472,2557315,0,62110.34,-62110.34,1597,23424,-21827,1495,138754.55,-137259.55,295,0,295
37063,36167321.58,86144.31,36081177.27,24209,0,24209,8916428,0,8916428,10635226.38,0,10635226.38,11931552.43,39547.58,11892004.85,5374916.66,1606.65,5373310.01,69087.05,29466.46,39620.59,-773843.48,0,-773843.48,-15191.26,15523.62,-30714.88,-70569.44,0,-70569.44,75506.24,0,75506.24
37067,980105.8,-153.25,980259.05,25633,0,25633,56271,0,56271,35041.8,0,35041.8,15027.51,0,15027.51,4602.24,0,4602.24,691754.8,0,691754.8,131155.05,-153.25,131308.3,15917.4,0,15917.4,4703,0,4703,0,0,0
37081,4220869.71,5744,4215125.71,100212.87,0,100212.87,1247735.39,0,1247735.39,2124805.22,0,2124805.22,385150.82,5744,379406.82,156215.77,0,156215.77,138092.21,0,138092.21,3138.65,0,3138.65,37999.69,0,37999.69,27519.09,0,27519.09,0,0,0
37093,1042508.9,4450.6,1038058.3,0,0,0,0,0,0,0,0,0,47423.2,0,47423.2,543128.96,4450.6,538678.36,103730.96,0,103730.96,112213.5,0,112213.5,146412.28,0,146412.28,89600,0,89600,0,0,0
37097,174329.41,4986,169343.41,9082,4986,4096,7303,0,7303,65068.65,0,65068.65,6180.87,0,6180.87,0,0,0,57084.6,0,57084.6,-696.5,0,-696.5,0,0,0,30306.79,0,30306.79,0,0,0
37105,268328,15190,253138,0,0,0,0,0,0,42336,0,42336,0,0,0,225991.96,0,225991.96,0.01,0,0.01,0.01,0,0.01,0.01,15190,-15189.99,0.01,0,0.01,0,0,0
37107,1142702.25,225627.45,917074.8,0,10098,-10098,0,0,0,0,0,0,84311,0,84311,0,0,0,0,0,0,431000,0,431000,500000,0,500000,127391.25,215529.45,-88138.2,0,0,0
37119,10645131.42,650806.16,9994325.26,1713982.56,9985,1703997.56,1483782.25,0,1483782.25,852715.65,0,852715.65,1798279.73,93242.47,1705037.26,957826.04,120630,837196.04,975829.68,138701.84,837127.84,1987379.9,52398.88,1934981.02,299859.9,110746.72,189113.18,468635.97,125101.25,343534.72,106839.74,0,106839.74
37125,620686.53,1673190.48,-1052503.95,0,0,0,0,0,0,5036,0,5036,-32990,3234.9,-36224.9,336982.4,1733840.86,-1396858.46,333391.87,0,333391.87,-13958.72,-77567.61,63608.89,-16554.52,0,-16554.52,8779.5,13682.33,-4902.83,0,0,0
37127,105014.31,5330,99684.31,3618,0,3618,3876,5330,-1454,41848.5,0,41848.5,11860,0,11860,17434.5,0,17434.5,23742.27,0,23742.27,136.04,0,136.04,0,0,0,2499,0,2499,0,0,0
37129,369986.68,24832289.98,-24462303.3,595,8205724,-8205129,157648,2316202,-2158554,1222,0,1222,94400,173422.88,-79022.88,5000,4418519,-4413519,19196,153859.2,-134663.2,27400,8471761.2,-8444361.2,48468,1092801.7,-1044333.7,16057.68,0,16057.68,0,0,0
37133,176130,452425124.4,-452248994.4,0,22841500,-22841500,0,29781321.82,-29781321.82,5355,19484732,-19479377,0,54015897.32,-54015897.32,90500,154957335.4,-154866835.4,0,26821929.78,-26821929.78,-87725,59235065.12,-59322790.12,0,52335809.66,-52335809.66,168000,29953000.06,-29785000.06,0,2998533.26,-2998533.26
37135,113868.1,12944.16,100923.94,19575,0,19575,6340,0,6340,69600.8,0,69600.8,-11118.8,12944.16,-24062.96,0,0,0,0,0,0,0,0,0,0,0,0,29471.1,0,29471.1,0,0,0
37139,2700653,6248,2694405,0,0,0,514850.66,0,514850.66,495158.26,0,495158.26,292602.05,0,292602.05,319328.09,0,319328.09,257237.14,0,257237.14,270561.81,6248,264313.81,261164.52,0,261164.52,256759.21,0,256759.21,32991.26,0,32991.26
37183,63710702.5,71759.04,63638943.46,622942,0,622942,5652309.45,17978,5634331.45,1463613.37,0,1463613.37,6127267.67,1389.6,6125878.07,6696361.97,4137.73,6692224.24,7749760,0,7749760,9075453.16,-2703,9078156.16,10672895.2,740,10672155.2,15248373.32,50272.68,15198100.64,401726.36,-55.97,401782.33
37191,18968.73,3484376.74,-3465408.01,0,0,0,9725,642716,-632991,0,0,0,0,368956.66,-368956.66,0,778903.05,-778903.05,0,447402.23,-447402.23,0,346839.36,-346839.36,0,627728.39,-627728.39,9243.73,257830.61,-248586.88,0,14000.44,-14000.44
37193,6326.29,207520,-201193.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192900,-192900,6326.29,14620,-8293.71,0,0,0
38101,30911.31,533861.94,-502950.63,0,0,0,0,0,0,0,0,0,0,78591.6,-78591.6,0,27839,-27839,0,408325.24,-408325.24,30911.31,19106.1,11805.21,0,0,0,0,0,0,0,0,0
39023,6040,41318.08,-35278.08,0,0,0,0,0,0,6040,0,6040,0,16600,-16600,0,0,0,0,21549.08,-21549.08,0,0,0,0,3169,-3169,0,0,0,0,0,0
39025,558681.55,33037,525644.55,34514,0,34514,0,33037,-33037,3406,0,3406,19392,0,19392,127256.19,0,127256.19,179830.8,0,179830.8,125225.77,0,125225.77,69056.79,0,69056.79,0,0,0,0,0,0
39033,83720,18795,64925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83720,0,83720,0,0,0,0,18795,-18795,0,0,0,0,0,0
39035,17644680.67,1450347.64,16194333.03,90031,0,90031,484829.02,16038,468791.02,735491.69,0,735491.69,1339953.43,425122.72,914830.71,1352433.3,387284.27,965149.03,230563.03,470377.77,-239814.74,234739.35,35228.23,199511.12,13176639.85,116296.65,13060343.2,0,0,0,0,0,0
39049,16107273.76,7825057.9,8282215.86,6641039,1204717.8,5436321.2,790138,-41,790179,362089.8,33998,328091.8,172932.36,2172492.01,-1999559.65,7641928.03,5213742.05,2428185.98,63771.95,-1167796.86,1231568.81,27424.6,3230,24194.6,407950.02,364715.9,43234.12,0,0,0,0,0,0
39051,41836,79875.9,-38039.9,41836,0,41836,0,58519,-58519,0,0,0,0,4198.32,-4198.32,0,17158.58,-17158.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39057,311513.36,8098474.16,-7786960.8,0,0,0,-12818.38,122086,-134904.38,331628.68,0,331628.68,0,1694110.13,-1694110.13,-8276.94,1691288.73,-1699565.67,0,2216372.73,-2216372.73,980,491924.48,-490944.48,0,1882692.09,-1882692.09,0,0,0,0,0,0
39061,14784725.97,126172.4,14658553.57,679417.52,50000,629417.52,2911908.14,65202,2846706.14,3994335.02,0,3994335.02,6072948.62,0,6072948.62,-216211.61,5970.4,-222182.01,1480433.76,0,1480433.76,1524187.85,5000,1519187.85,-1662293.33,0,-1662293.33,0,0,0,0,0,0
39085,1834476.72,14382,1820094.72,109772,0,109772,530766,0,530766,149838,0,149838,240389.19,0,240389.19,359739.52,0,359739.52,174059.65,0,174059.65,242285.84,0,242285.84,27626.52,14382,13244.52,0,0,0,0,0,0
39089,368425,104585907.3,-104217482.3,0,15365114,-15365114,0,3606335,-3606335,195973,1000000,-804027,0,17334464.74,-17334464.74,0,17580102.7,-17580102.7,0,17504842.93,-17504842.93,172452,17416277.77,-17243825.77,0,14778770.18,-14778770.18,0,0,0,0,0,0
39095,3139065.02,6861,3132204.02,0,0,0,298765,6861,291904,2249578.77,0,2249578.77,11643,0,11643,592216,0,592216,-13137.75,0,-13137.75,0,0,0,0,0,0,0,0,0,0,0,0
39097,24157,49433.76,-25276.76,0,0,0,4357,0,4357,0,0,0,9900,0,9900,0,0,0,9900,0,9900,0,0,0,0,49433.76,-49433.76,0,0,0,0,0,0
39099,109708.69,447448.18,-337739.49,0,0,0,63006,0,63006,6748,0,6748,17914.69,0,17914.69,3640,0,3640,0,0,0,18400,447448.18,-429048.18,0,0,0,0,0,0,0,0,0
39109,97111.82,8076,89035.82,0,0,0,44078,8076,36002,18160,0,18160,0,0,0,4635,0,4635,18427.1,0,18427.1,4174.5,0,4174.5,7637.22,0,7637.22,0,0,0,0,0,0
39113,187547438.9,325733.51,187221705.4,2046971,71680,1975291,11337715.74,0,11337715.74,28913130.08,0,28913130.08,48767548.74,0,48767548.74,46676405.26,0,46676405.26,24529661,69367.21,24460293.79,18644745.69,0,18644745.69,6631261.38,184686.3,6446575.08,0,0,0,0,0,0
39133,229617.97,15906,213711.97,0,0,0,0,0,0,0,0,0,40598,0,40598,0,15906,-15906,80718,0,80718,100385,0,100385,7916.97,0,7916.97,0,0,0,0,0,0
39151,12208881.38,6250,12202631.38,0,0,0,3473,0,3473,43540,0,43540,11815069,0,11815069,44146,0,44146,56066.64,0,56066.64,146009.74,0,146009.74,100577,6250,94327,0,0,0,0,0,0
39155,172642,152776.55,19865.45,55660,0,55660,42738,0,42738,38334,0,38334,32760,143147.55,-110387.55,16610,9629,6981,-9900,0,-9900,0,0,0,-3560,0,-3560,0,0,0,0,0,0
39165,433583.04,42631,390952.04,4200,42631,-38431,4200,0,4200,27059.8,0,27059.8,152555.04,0,152555.04,92824.5,0,92824.5,27580.5,0,27580.5,125163.2,0,125163.2,0,0,0,0,0,0,0,0,0
